"","Vote 1","Vote 2","Vote 3","Vote 4","Vote 5","Vote 6","Vote 7","Vote 8","Vote 9","Vote 10","Vote 11","Vote 12","Vote 13","Vote 14","Vote 15","Vote 16","Vote 17","Vote 18","Vote 19","Vote 20","Vote 21","Vote 22","Vote 23","Vote 24","Vote 25","Vote 26","Vote 27","Vote 28","Vote 29","Vote 30","Vote 31","Vote 32","Vote 33","Vote 34","Vote 35","Vote 36","Vote 37","Vote 38","Vote 39","Vote 40","Vote 41","Vote 42","Vote 43","Vote 44","Vote 45","Vote 46","Vote 47","Vote 48","Vote 49","Vote 50","Vote 51","Vote 52","Vote 53","Vote 54","Vote 55","Vote 56","Vote 57","Vote 58","Vote 59","Vote 60","Vote 61","Vote 62","Vote 63","Vote 64","Vote 65","Vote 66","Vote 67","Vote 68","Vote 69","Vote 70","Vote 71","Vote 72","Vote 73","Vote 74","Vote 75","Vote 76","Vote 77","Vote 78","Vote 79","Vote 80","Vote 81","Vote 82","Vote 83","Vote 84","Vote 85","Vote 86","Vote 87"
"MORRELL (R PA-5)",1,1,1,1,1,NA,NA,NA,NA,NA,NA,0,1,1,NA,1,0,1,1,NA,NA,0,1,1,NA,0,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,1,NA,1,1,1,NA,1,0,1,1,1,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,0,NA,0,NA,0,0,1,1
"MCCREARY (R PA-6)",1,1,1,1,1,NA,1,0,NA,NA,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0,NA,NA,0,1,1,1,1,NA,1,1,1,0,1,1,0,1,0,1,NA,1,0,1,1,1,1,NA,1,NA,NA,1,0,0,1,1,1,1,0,0,1,0,1,1,0,1,1,NA,1,1,0,1,0,0,0,0,0,1
"BUTLER (R PA-7)",1,1,1,1,1,1,1,0,NA,NA,NA,0,1,0,1,1,0,1,1,0,0,0,1,1,1,0,NA,NA,NA,NA,1,0,1,0,NA,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,NA,NA,NA,NA,1,1,1,1,1,1,1,0,0,0,NA,NA,1,1,NA,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1
"WANGER (R PA-8)",1,1,1,1,1,1,0,1,NA,1,1,1,0,NA,1,NA,0,1,1,NA,NA,NA,1,1,NA,NA,0,0,1,1,1,NA,NA,0,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,0,NA,NA,1,1,1,1,NA,NA,0,1,1,1,0,NA,NA,NA,NA,0,1,1,NA,0,1,1,1,1,1,NA,1,0,NA,0,NA,1,1
"CASSEL (R PA-9)",1,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,0,1,1,1,NA,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,0,1,0,1,1,1,NA,NA,NA,NA,NA,1,0,0,0,1,NA,1,1,0,NA,1,1,1,0,1,1,1,NA,NA,NA,1,NA,NA,NA,0,1,1
"HOWELL (D PA-10)",1,0,0,0,0,0,NA,NA,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CONNELL (R PA-10)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,1,1,NA,NA,NA,0,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PALMER (R PA-11)",1,1,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,0,1,1,0,1,1,NA,NA,0,1,1,1,1,NA,0,1,1,1,1,1,0,1,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,1,1,NA,0,1,0,1,1,1,NA,NA,0,NA,1,NA,1,1,1,0,NA,NA,1,NA,NA,NA,NA,1,0,0,0,1,1
"PATTERSON (R PA-12)",1,1,1,1,1,NA,NA,0,NA,NA,NA,NA,1,NA,1,NA,0,1,1,1,1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,1,1,0,1,NA,1,NA,NA,NA,1,1,1,0,0,0,1,0,NA,NA,0,0,0,1,1,0,1,NA,1,1,1,NA,NA,NA,1,0,0,1,NA
"KLINE (D PA-13)",1,0,0,0,0,NA,0,1,NA,NA,NA,1,0,0,NA,NA,1,0,0,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,0,1,NA,NA,NA,0,0,0,1,0,0,0,0,0,1,0,NA,0,0,0,0,1,0,0,1,1,1,NA,NA,0,0,1,NA,0,0,0,1,1,0,1,0,NA,NA,1,1,0,1,1,1,NA
"WRIGHT (R PA-14)",1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,0,NA,0,NA,NA,NA,NA,0,0,1,1,1,NA,NA,NA,NA,1,1,1,0,NA,1,1,NA,1,1,0,1,1,1,1,NA,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,NA,NA,NA,NA,0,1,0,NA,0,0,1,1
"DEEMER (R PA-15)",1,1,1,1,1,NA,1,0,NA,NA,0,0,1,NA,1,NA,0,1,1,NA,0,0,NA,1,NA,NA,0,0,1,1,NA,NA,NA,0,1,1,1,1,0,NA,1,1,NA,1,1,0,1,1,1,1,1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,0,NA,0,0,1,NA
"DICKERMAN (D PA-16)",1,0,0,0,0,NA,NA,1,NA,NA,NA,NA,0,NA,0,NA,1,0,0,NA,1,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,1,0,NA,NA,NA,NA,0,1,0,0,1,1,1,NA,0,0,NA,1,0,0,0,0,1,1,NA,1,0,0,NA,NA,NA,0,1,1,1,NA
"MAHON (R PA-17)",1,1,NA,NA,1,NA,1,0,NA,NA,NA,0,1,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,1,0,NA,NA,NA,1,1,0,1,0,NA,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,NA,NA,1,0,0,0,1,0,NA,1,0,0,1,1,1,NA,NA,1,1,1,1,0,1,NA,0,NA,0,0,NA
"OLMSTED (R PA-18)",1,1,1,1,1,1,NA,NA,1,NA,NA,NA,NA,1,1,1,0,1,1,0,0,0,1,1,NA,NA,0,0,1,NA,NA,1,1,0,1,NA,NA,NA,NA,1,1,1,NA,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,NA,NA,0,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,1,0,0,0,1,NA
"EVANS (R PA-19)",1,1,1,1,1,NA,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,NA,NA,NA,1,NA,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,NA,NA,0,1,NA,NA,0,0,0,1
"LAFEAN (R PA-20)",1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,1,0,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,0,1,1,NA,1,1,1,NA,NA,1,0,0,0,NA,NA,1,1,0,0,NA,1,NA,0,1,NA,1,1,1,0,1,NA,NA,0,0,0,NA
"DRESSER (R PA-21)",1,1,1,1,1,NA,NA,NA,NA,NA,0,0,1,1,1,1,0,1,1,1,0,0,NA,NA,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,1,1,0,NA,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,NA,1,0,1,0,0,NA,NA
"HUFF (R PA-22)",1,NA,1,1,1,1,1,0,NA,NA,NA,NA,NA,0,NA,1,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,1,1,1,1,0,1,1,1,1,1,1,0,1,NA,1,1,1,0,1,NA,NA,NA,1,1,1,NA,1,0,0,0,NA,NA,1,1,NA,0,NA,NA,NA,0,0,1,1,1,1,NA,NA,0,NA,0,0,1,NA
"COOPER (R PA-23)",1,1,NA,NA,1,NA,1,1,1,0,NA,0,1,0,1,NA,0,1,1,0,0,0,1,1,NA,0,NA,0,1,1,NA,0,1,0,NA,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,NA,NA,1,0,0,0,1,0,1,1,NA,0,1,1,1,0,1,1,NA,1,1,NA,1,0,NA,0,0,1,1
"ACHESON (R PA-24)",1,1,NA,NA,1,NA,1,0,NA,NA,NA,0,1,NA,1,1,0,1,1,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,0,1,1,1,NA,NA,1,0,1,1,1,NA,1,0,1,1,1,1,0,1,NA,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,1,1,1,0,1,NA,1,NA,NA,NA,NA,0,NA,0,NA,0,1
"BATES (R PA-25)",1,1,1,1,1,NA,1,0,NA,NA,0,0,1,0,NA,1,0,1,1,NA,NA,0,1,1,1,0,NA,0,1,1,1,0,1,0,1,1,1,NA,NA,NA,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,NA,0,1,1,0,0,0,1,1,1,1,NA,0,1,1,1,0,1,NA,1,1,1,NA,1,0,NA,NA,NA,1,1
"SHULL (D PA-26)",1,0,0,0,0,NA,0,1,NA,NA,1,1,0,0,0,NA,1,0,0,0,1,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,0,0,0,1,0,0,0,0,0,1,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,NA,1,NA,NA,NA,NA,1,1,1,1,1,NA
"SMITH (R PA-27)",1,1,1,1,1,NA,1,0,1,1,NA,0,1,0,1,1,0,1,1,0,0,0,1,1,1,0,NA,0,NA,1,1,1,NA,0,NA,1,1,1,NA,1,1,1,1,1,1,NA,NA,1,1,0,1,0,1,NA,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,NA,1,1,1,0,1,NA,NA,0,0,1,1
"SIBLEY (R PA-28)",1,1,1,1,1,1,1,0,1,0,NA,NA,NA,1,1,NA,0,1,1,1,1,0,1,1,1,0,NA,0,1,NA,1,1,1,0,1,1,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,1,1,1,1,NA,0,1,1,1,0,0,NA,1,1,NA,NA,NA,0,NA,0,0,0,1
"SHIRAS (Ind. Republican PA-29)",1,1,NA,NA,1,NA,1,0,1,NA,0,0,1,0,1,NA,1,0,0,1,0,0,1,1,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,0,1,1,1,NA,1,0,1,NA,0,NA,1,NA,1,1,1,0,0,0,1,1,1,1,NA,0,0,1,1,0,1,1,1,NA,1,NA,0,NA,NA,0,0,1,NA
"DALZELL (R PA-30)",1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,NA,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,NA,NA,NA,NA,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,NA,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1
"PORTER (Ind. Republican PA-31)",1,1,1,1,1,NA,1,0,1,0,0,0,1,0,1,NA,0,1,1,1,NA,0,1,1,1,NA,NA,0,1,NA,NA,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,NA,0,0,1,1
"BROWN (Ind. Republican PA-32)",1,1,1,1,1,NA,1,0,1,1,NA,0,1,NA,1,NA,0,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,1,1,0,NA,NA,1,1,0,NA,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,0,1,1,1,0,1,NA,NA,NA,1,NA,NA,NA,NA,0,0,1,NA
"GRANGER (D RI-1)",1,0,0,0,0,0,0,1,0,1,NA,NA,NA,0,1,NA,1,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,1,0,1,0,0,0,0,1,NA,0,0,0,NA,0,1,0,0,0,0,0,1,0,0,0,NA,0,NA,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,NA,0,0,1,0,1,0,1,1,1,0
"CAPRON (R RI-2)",1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,1,NA,NA,NA,1,1,NA,NA,1,0,1,1,1,1,NA,NA,NA,NA,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1
"LEAGARE (D SC-1)",1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,1,0,NA,1,0,0,1,NA,1,0,NA,NA,NA,NA,NA,NA,1,1,NA,0,1,NA,0,0,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,0,0,1,1,0,NA,0,0,NA,0,NA,1,NA,NA,NA,0
"CROFT (D SC-2)",1,0,0,0,0,NA,NA,NA,NA,NA,1,1,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROFT (D SC-2) 2190",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,1,1,1,NA,0,0,0,1,0,0,0,0,1,1,0,1,0,0,NA,0,NA,NA,1,1,1,NA
"AIKEN (D SC-3)",1,0,0,0,0,0,0,1,0,1,NA,NA,0,1,0,NA,1,0,0,0,1,1,NA,NA,0,0,1,NA,0,NA,NA,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,NA,0,1,NA,0,1,1,1,1,0
"JOHNSON (D SC-4)",NA,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,NA,1,NA,1,0,0,0,0,0,1,0,0,0,0,1,NA,0,0,NA,0,0,1,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,NA,NA,0,0,0,1,1,0,NA,NA,NA,1,0,0,NA,1,1,1,0
"FINLEY (D SC-5)",1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,1,0,0,1,0,0,0,NA,1,0,1,0,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,1,0,0,0,NA,0,0,1,0,0,0,0,NA,1,0,0,0,0,0,NA,NA,0,0,1,1,1,NA,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,NA,0
"SCARBOROUGH (D SC-6)",1,0,0,0,0,NA,NA,NA,0,1,NA,NA,NA,1,NA,NA,1,0,0,0,1,1,NA,NA,0,1,NA,1,NA,0,0,NA,0,1,0,0,0,0,1,0,0,0,NA,NA,0,1,0,0,NA,0,0,1,0,0,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LEVER (D SC-7)",1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,NA,NA,0,1,NA,1,NA,0,0,NA,0,1,0,0,0,0,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,1,1,1,1,0,0,0,NA,NA,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0
"MARTIN (R SD-98)",1,1,1,1,1,1,1,NA,NA,NA,NA,0,1,0,0,1,0,1,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,1,1,1,0,1,1,1,1,NA,1,0,1,NA,1,0,1,0,1,1,1,NA,NA,1,NA,NA,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,NA,1,1,1,0,1,0,1,0,0,1,1
"BURKE (R SD-98)",1,1,1,1,1,1,1,0,1,0,NA,0,1,1,1,1,0,1,1,1,0,0,1,NA,NA,0,0,0,1,1,1,1,1,NA,1,NA,1,1,0,NA,NA,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,NA,NA,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,NA
"BROWNLOW (R TN-1)",1,1,1,1,1,NA,NA,NA,NA,NA,0,0,1,0,1,1,0,1,1,1,NA,NA,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,1,0,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,NA,1,0,1,0,0,1,NA
"GIBSON (R TN-2)",1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,NA,1,0,0,0,1,NA
"MOON (D TN-3)",1,0,0,0,0,0,1,1,NA,NA,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,NA,NA,NA,NA,NA
"FITZPATRICK (D TN-4)",NA,NA,0,0,0,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RICHARDSON (D TN-5)",1,0,0,0,NA,0,0,1,NA,NA,1,1,0,NA,NA,NA,1,0,0,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,1,1,NA,1,0,NA,NA,NA,NA,0,0,0,NA,1,NA,NA,NA,NA,NA,0,NA,1,1,1,NA,NA
"GAINES (D TN-6)",1,0,0,0,0,NA,0,1,0,1,1,1,0,0,0,0,NA,NA,NA,0,NA,1,0,1,0,1,1,1,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,NA,NA,NA,0,1,0,0,1,1,1,NA,NA,NA,NA,NA,1,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA
"PADGETT (D TN-7)",1,0,0,0,0,NA,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0
"SIMS (D TN-8)",1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,NA,NA,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,NA,NA,0,0,0,1,1,1,1,0,0,1,1,1,NA,1,1,0,0
"PIERCE (D TN-9)",1,0,0,0,0,0,0,1,0,1,1,1,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,0,1,NA,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,1,1,1,NA,NA,0,0,1,NA,NA,0,0,1,1,0,1,0,0,NA,0,0,NA,1,1,NA,NA
"PATTERSON (D TN-10)",1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,0,NA,0,NA,NA,1,NA,0,NA,NA,NA,NA,0,0,NA,0,1,NA,NA,0,0,0,0,1,0,0,0,0,0,1,NA,NA,0,NA,NA,NA,NA,NA,0,1,1,1,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA
"SHEPPARD (D TX-1)",1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"COOPER (D TX-2)",1,0,0,0,NA,0,NA,NA,0,1,NA,NA,NA,NA,NA,NA,1,0,0,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,0,0,1,1,1,NA,0,NA,1,1,NA,NA,1,NA,1,NA
"RUSSELL (D TX-3)",1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0
"RANDELL (D TX-4)",1,0,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,0,1,0,0,0,NA,1,0,1,NA,NA,1,NA,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,NA,1,0,0,0,1,1,0,1,0,0,1,0,NA,NA,1,1,NA,0
"BEALL (D TX-5)",1,0,0,0,0,0,0,1,0,1,NA,NA,NA,0,0,NA,1,0,0,0,1,1,0,1,0,1,1,NA,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,NA,NA,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0
"FIELD (D TX-6)",1,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,1,0,NA,0,1,NA,1,0,0,0,0,0,1,0,0,0,0,1,NA,0,0,0,0,0,1,0,0,0,0,0,1,0,NA,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,NA,0,0,NA,1,1,0,NA
"GREGG (D TX-7)",1,0,0,0,0,0,0,1,NA,NA,1,1,0,0,0,0,1,0,0,0,1,NA,0,1,0,1,1,NA,0,NA,NA,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,NA,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,NA,1,1,NA
"BALL (D TX-8)",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PINCKNEY (D TX-8)",NA,NA,NA,NA,NA,NA,0,1,0,1,1,1,0,0,0,0,1,0,0,0,NA,1,0,1,NA,1,NA,1,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,NA,1,1,0,NA
"BURGESS (D TX-9)",1,0,0,0,0,0,0,1,0,1,NA,NA,NA,NA,0,NA,1,0,0,0,1,1,0,1,0,1,1,NA,NA,0,NA,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,NA,1,1,0,0
