"","Vote 1","Vote 2","Vote 3","Vote 4","Vote 5","Vote 6","Vote 7","Vote 8","Vote 9","Vote 10","Vote 11","Vote 12","Vote 13","Vote 14","Vote 15","Vote 16","Vote 17","Vote 18","Vote 19","Vote 20","Vote 21","Vote 22","Vote 23","Vote 24","Vote 25","Vote 26","Vote 27","Vote 28","Vote 29","Vote 30","Vote 31","Vote 32","Vote 33","Vote 34","Vote 35","Vote 36","Vote 37","Vote 38","Vote 39","Vote 40","Vote 41","Vote 42","Vote 43","Vote 44","Vote 45","Vote 46","Vote 47","Vote 48","Vote 49","Vote 50","Vote 51","Vote 52","Vote 53","Vote 54","Vote 55","Vote 56","Vote 57","Vote 58","Vote 59","Vote 60","Vote 61","Vote 62","Vote 63","Vote 64","Vote 65","Vote 66","Vote 67","Vote 68","Vote 69","Vote 70","Vote 71","Vote 72","Vote 73","Vote 74","Vote 75","Vote 76","Vote 77","Vote 78","Vote 79","Vote 80","Vote 81","Vote 82","Vote 83","Vote 84","Vote 85","Vote 86","Vote 87","Vote 88","Vote 89","Vote 90","Vote 91","Vote 92","Vote 93","Vote 94","Vote 95","Vote 96","Vote 97","Vote 98","Vote 99","Vote 100","Vote 101","Vote 102","Vote 103"
"PARKER (R NY-29)",1,1,1,1,1,0,1,1,1,0,1,NA,1,1,1,NA,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,0,1,NA,1,1,1,0,1,1,1,1,1,0,NA,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,0,1,0,0,0,1,0,NA,0,0,0,1,0,0,NA,NA,1,0,1,1,1,0,1,NA,NA
"CROWTHER (R NY-30)",1,1,1,1,1,0,1,1,1,0,1,0,NA,NA,1,0,1,NA,0,NA,NA,1,0,1,1,1,1,0,1,0,NA,1,0,1,0,0,0,0,0,NA,NA,NA,1,NA,NA,NA,1,1,NA,0,1,1,1,1,1,0,0,1,1,1,NA,1,1,NA,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,NA,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0
"SNELL (R NY-31)",1,1,1,1,1,0,1,1,1,0,1,0,1,1,NA,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,NA,1,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,1,NA,1,1,NA,NA,NA,NA,1,1,NA,0,NA,1,1,1,0,1,1,1,1,0,1,NA,NA,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,NA,1,0,0,1,1,0,0,0,1,1,NA,NA,1,1,1,NA,NA
"CULKIN (R NY-32)",1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,NA,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,NA,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,NA,0,NA,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,NA,NA
"DAVENPORT (R NY-33)",1,1,1,1,1,0,1,1,1,0,1,NA,1,1,1,NA,1,0,1,1,1,1,0,1,1,1,1,NA,1,0,0,1,0,0,1,1,0,0,0,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,1,1,NA,NA,1,NA,1,0,1,NA,NA,1,1,1,1,1,1,NA,0,0,0,1,0,0,0,1,NA,NA,1,0,1,1,1,1,0,0,1,1,1,1,NA,1,1,NA,NA
"CLARKE (R NY-34)",1,1,1,1,1,0,1,1,1,0,1,NA,1,NA,NA,NA,1,0,0,1,NA,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,0,1,NA,1,1,NA,NA,1,1,1,0,1,NA,1,1,NA,1,1,NA,1,1,0,0,0,0,0,0,0,1,0,NA,1,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1
"HANCOCK (R NY-35)",1,1,1,1,1,0,1,1,1,0,1,0,1,NA,1,NA,1,0,0,1,1,NA,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,NA,NA,NA,NA,0,1,NA,1,1,NA,0,1,1,1,0,1,0,NA,1,1,1,NA,1,1,0,1,0,1,NA,1,1,1,NA,1,1,NA,NA,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,NA,1,0,0,1,NA,NA
"TABER (R NY-36)",1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,NA,0,1,0,0,1,0,1,1,0,0,0,0,NA,NA,NA,NA,0,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,NA,NA,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,NA,0,0,NA,1,0,0,0,1,0,0,1,1,0,0,1,1
"STALKER (R NY-37)",1,1,NA,1,1,0,1,1,1,0,1,NA,1,NA,1,0,1,0,0,NA,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,NA,0,NA,NA,NA,NA,NA,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,0,NA,1,1,0,1,1,1
"WHITLEY (R NY-38)",1,1,1,1,1,0,1,1,1,0,1,0,1,NA,1,NA,1,0,1,NA,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,NA,0,0,NA,NA,0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,NA,1,1,1,1,0,1,NA,NA,NA,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,NA,NA
"SANDERS (R NY-39)",1,1,1,1,1,0,1,1,1,0,1,1,1,NA,1,NA,NA,0,0,NA,1,1,0,1,1,1,1,0,1,0,NA,1,0,1,1,0,0,0,0,NA,NA,NA,NA,0,1,NA,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,NA,1,1,1,0,1,NA,NA,1,NA,1,1,1,1,1,0,0,NA,NA,0,0,0,0,0,1,1,0,0,NA,1,0,NA,0,1,1,1,1,NA,0,1,NA,NA
"DEMPSEY (R NY-40)",1,1,1,1,1,0,1,1,1,0,1,NA,1,NA,1,NA,1,0,NA,NA,1,NA,NA,NA,1,1,NA,0,1,1,NA,1,0,1,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,1,NA,0,0,NA,1,1,NA,NA,1,NA,1,0,1,NA,NA,1,NA,1,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,1,1,1,0,NA,NA,1,1,1,1,1
"COOKE (R NY-41)",1,1,1,1,NA,0,1,1,1,0,1,0,1,NA,NA,NA,NA,0,0,NA,1,1,0,1,1,1,1,0,0,1,NA,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,0,0,1,0,0,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,1,1,1,1,1,0,0,0,0,NA,NA,NA,1,0,NA,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0
"MEAD (D NY-42)",NA,NA,NA,NA,NA,1,0,0,0,NA,NA,NA,1,NA,NA,0,0,NA,0,0,1,1,0,1,0,0,NA,1,0,1,NA,0,0,1,1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,NA,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0
"REED (R NY-43)",1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,NA,NA,NA,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,NA,0,0,1,1,1,1,1,NA,NA,NA,1,1,1,0,0,1,1,1,NA,1,1,1,1,0,1,1,1,1,1,1,1,NA,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1
"WARREN (D NC-1)",1,1,0,0,0,1,0,0,0,0,1,NA,0,NA,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,NA,NA,NA,1,NA,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,NA,NA,NA,0,0,0,1,0,1,1,NA,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0
"KERR (D NC-2)",1,1,0,0,0,1,0,0,0,0,1,1,0,NA,1,NA,NA,0,1,NA,1,1,1,0,0,0,0,NA,0,1,0,0,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,NA,NA,0,NA,0,0,1,0,1,1,NA,1,1,1,1,0,0,1,0,1,1,1,NA,1,1,1,1,1,1,1,0,1,NA,0,NA,NA
"ABERNETHY (D NC-3)",1,1,0,0,0,1,0,0,0,0,1,NA,0,0,0,NA,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,NA,NA,NA,1,1,NA,NA,1,NA,NA,0,0,1,1,0,0,0,1,1,1,1,0,NA,0,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0
"POU (D NC-4)",1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,NA,NA,NA,1,NA,NA,1,1,0,0,0,0,1,0,1,NA,0,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,NA,1,1,0,NA,1,NA,NA,0,0,NA,NA,0,NA,0,1,1,NA,1,0,NA,0,0,1,0,1,0,NA,1,NA,1,1,NA,NA,1,NA,1,1,1,1,1,1,1,1,0,1,1,1,1,0,NA,NA,NA
"STEDMAN (D NC-5)",1,NA,NA,NA,NA,1,0,0,0,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,0,1,0,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HANCOCK (D NC-5)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,1,0,1,1,1,1,0,0,1,NA,1,1,NA,1,0,1,1,1,1,1,1,0,1,1,0,0,0
"CLARK (D NC-6)",1,1,0,0,0,1,0,0,0,0,1,NA,0,NA,NA,NA,NA,0,1,NA,1,NA,NA,NA,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,NA,1,0,0,0,0,1,1,0,1,0,1,1,NA,NA,NA,1,0,0,1,0,1,1,0,1,1,1,1,0,0,1,NA,NA,1,1,NA,1,1,1,1,0,1,1,0,NA,1,0,NA,NA
"HAMMER (D NC-7)",1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,NA,1,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,NA,1,NA,0,0,0,1,0,0,1,0,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JAMES (D NC-7)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,0,1,1,0,1,1,1,1,NA,NA,NA,NA,1,1,1,1,1,1,1,1,NA,1,1,0,NA,0,0,NA,NA
"DOUGHTON (D NC-8)",1,1,0,0,0,1,0,0,0,0,1,1,0,NA,1,NA,0,0,1,1,NA,1,1,0,0,0,0,1,0,NA,1,0,1,0,1,1,1,1,1,0,1,NA,NA,1,NA,NA,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,NA,0,0,1,0,1,1,NA,1,1,1,1,NA,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,NA,NA,0
"JONAS (R NC-9)",1,1,1,1,1,0,1,1,1,NA,NA,NA,1,1,1,0,NA,NA,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,0,1,1,1,1,NA,0,0,1,1,1,1,0,0,1,1,1,NA,1,NA,NA,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,NA,0,1,1,1,1,1,1,1,1,1
"PRITCHARD (R NC-10)",1,1,1,1,1,0,1,1,1,NA,NA,NA,1,1,1,0,1,NA,0,1,1,1,0,1,1,1,NA,0,0,1,0,1,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,0,1,1,1,1,NA,0,1,1,1,NA,NA,1,1,NA,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,NA,1,NA,1,1,0,0,NA,NA,1,1,1,1,1,1,NA,1,NA,NA,NA,NA
"BURTNESS (R ND-1)",1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,NA,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,0,1,NA,1,0,0,0,NA,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1
"HALL (R ND-2)",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,NA,NA,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0,NA,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,NA,1,1,NA,1,0,1,1,1,1,0,1,1,1,1,1,0,1,NA,1,0,0,NA,0,NA,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1
"SINCLAIR (R ND-3)",1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,NA,1,1,1,0,1,0,0,NA,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,NA,NA,0,NA,NA,1,1,NA,NA,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,0,1,1,1,1,1,1,1,0,NA,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0
"LONGWORTH (R OH-1)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HESS (R OH-2)",1,1,1,1,1,0,1,1,1,0,1,0,1,NA,1,0,1,0,0,NA,1,1,0,1,1,1,NA,0,1,0,0,1,0,0,1,1,0,0,0,NA,NA,NA,NA,0,1,NA,1,1,1,0,1,1,0,0,NA,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,NA,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1
"FITZGERALD (R OH-3)",1,1,1,1,1,0,1,1,0,0,1,0,1,NA,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,NA,1,0,0,1,1,0,0,0,0,NA,NA,NA,0,1,1,1,1,1,0,0,1,1,1,NA,1,0,1,NA,1,1,1,1,1,1,NA,1,1,1,0,1,1,1,1,1,1,NA,0,0,1,NA,NA,NA,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,NA,NA
"CABLE (R OH-4)",1,1,1,1,1,0,1,NA,NA,NA,NA,0,1,NA,NA,NA,1,NA,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,1,1,1,1,0,1,1,1,1,0,NA,NA,1,1,NA,NA,1,1,1,0,1,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,1,1,0,0,1,1,1,NA,NA,1,1,1,0,1,1,0,NA,NA
"THOMPSON (R OH-5)",1,1,1,1,1,0,1,0,1,0,1,0,1,1,NA,NA,1,0,0,1,1,1,0,1,1,1,1,0,0,1,NA,1,0,1,1,0,1,0,0,0,0,0,1,NA,1,1,1,1,1,NA,0,1,NA,1,1,0,1,1,1,1,NA,1,1,1,1,0,1,1,1,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEARNS (R OH-6)",1,1,1,1,1,0,1,1,1,0,1,0,1,NA,1,0,1,NA,0,NA,NA,1,1,0,1,1,1,0,1,1,NA,1,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,1,0,NA,1,0,1,NA,1,1,NA,NA,1,1,1,NA,0,NA,NA,NA,0,0,NA,NA,1,0,0,0,0,NA,0,0,0,0,1,0,1,1,NA,NA,NA,NA,NA
"BRAND (R OH-7)",1,1,1,1,1,0,1,1,1,1,0,1,1,NA,1,NA,1,NA,NA,1,1,1,1,0,1,1,1,0,1,1,NA,1,1,0,1,0,1,0,1,NA,NA,NA,NA,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,NA,1,0,1,NA,1,1,NA,1,1,1,1,1,0,1,0,1,0,NA,0,0,0,NA,1,0,1,NA,1,1,0,0,1,1,1,NA,1,1,1,NA,NA
"MOUSER (R OH-8)",1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,NA,NA,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,0,1,1,1,1,0,NA,1,1,1,1,1,1,NA,1,0,1,1,1,1,1,1,1,1,1,1,0,0,NA,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,NA,NA,1,0,1,1,1
"CHALMERS (R OH-9)",1,1,1,1,1,0,1,0,1,0,1,0,1,NA,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,NA,0,0,0,1,1,1,1,1,0,0,1,0,0,NA,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1
"JENKINS (R OH-10)",NA,1,1,1,1,0,1,1,1,0,1,0,1,NA,1,0,1,NA,0,1,1,1,0,1,1,1,1,0,1,1,NA,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,1,1,NA,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,NA,1,1,1,1,1,0,0,0,0,NA,NA,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,NA,1,1,1
"UNDERWOOD (D OH-11)",1,1,NA,0,0,1,1,NA,NA,0,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,1,NA,0,1,0,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,0,NA,NA,1,1,0,1,1,1,1,0,1,0,0,NA,0,NA,1,NA,1,1,1,1,NA,NA,1,NA,1,1,1,1,0,1,1,1,1,1,1,0,NA,NA,NA,NA,NA
"SPEAKS (R OH-12)",1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,NA,0,1,1,1,1,1,1,1,NA,NA
"BAIRD (R OH-13)",1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,NA,1,1,1,1,0,1,1,1,1,0,1,1,NA,1,0,0,1,0,1,0,NA,NA,NA,NA,NA,NA,1,1,1,NA,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,NA,NA,0,1,1,1,1,0,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,1,1,1,1,0,1,1,NA,0,1,1,1,NA,NA
"SEIBERLING (R OH-14)",1,1,1,1,1,0,1,1,1,0,1,0,1,NA,1,NA,1,NA,0,1,1,1,NA,NA,1,1,1,0,1,0,NA,1,0,0,1,1,0,0,0,0,NA,NA,NA,0,1,NA,1,1,NA,0,1,1,1,1,1,0,1,0,NA,1,1,1,1,NA,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,NA,0,0,0,1,0,0,1,1,1,0,0,1,0,NA,1,1,1,1,1,1
"MOORE (R OH-15)",1,1,1,1,1,0,1,1,1,0,1,NA,1,NA,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,NA,1,0,0,1,0,0,0,0,NA,NA,NA,NA,0,1,1,1,1,NA,0,1,1,1,1,1,0,NA,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,NA,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,NA,NA
"MC (R OH-16)",1,1,1,1,1,0,1,1,1,0,1,0,1,NA,NA,NA,1,0,0,1,1,1,0,1,NA,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,NA,NA,NA,NA,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1
"MORGAN (R OH-17)",1,1,1,1,1,0,1,1,1,0,1,0,1,NA,1,0,1,0,0,NA,1,1,0,1,1,1,1,0,0,1,0,NA,0,0,1,1,1,0,0,0,0,0,NA,0,1,NA,NA,NA,NA,1,0,1,1,1,NA,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,NA,1,1,1,NA,0,1,NA,0,0,0,0,1,0,0,1,NA,0,1,1,1,0,0,1,1,1,0,1,NA,1,NA,NA
"MURPHY (R OH-18)",1,NA,1,1,1,0,1,1,1,0,1,1,1,1,1,NA,1,NA,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,NA,0,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,NA,NA
"COOPER (R OH-19)",1,1,1,1,1,0,1,0,0,0,1,0,1,NA,NA,NA,1,0,0,1,1,1,0,1,1,1,1,0,0,1,NA,1,0,1,1,0,0,0,0,NA,NA,NA,NA,0,NA,NA,1,1,NA,NA,NA,NA,1,1,1,0,NA,1,1,1,NA,1,1,NA,1,0,1,1,1,1,1,1,1,1,1,1,0,0,NA,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,NA,1,1,1,NA,NA
"MOONEY (D OH-20)",NA,0,NA,0,NA,1,0,0,0,0,1,NA,1,NA,1,NA,1,0,NA,NA,1,1,0,1,0,0,0,0,0,1,NA,0,1,0,1,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,1,NA,NA,0,0,NA,NA,0,1,0,1,1,0,0,0,NA,NA,0,NA,0,1,0,1,0,1,NA,NA,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0
"CROSSER (D OH-21)",1,0,1,0,0,1,0,0,0,0,1,NA,1,NA,1,NA,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,NA,NA,NA,NA,0,1,1,0,0,1,1,0,1,0,0,1,1,NA,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,0
"BOLTON (R OH-22)",1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,NA,1,1,1,0,1,1,1,1,0,1,0,NA,1,0,0,1,1,0,0,NA,NA,NA,NA,NA,0,1,1,1,1,NA,NA,NA,NA,1,1,1,0,1,1,1,1,NA,NA,1,1,1,0,1,NA,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,NA,1,1,0,0,1,0,1,1,0,0,1,1,1
"O'CONNOR (R OK-1)",1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,NA,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,NA,NA,NA,0,1,1,1,1,0,0,NA,NA,1,1,NA,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,NA,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,NA,1,1,0,0,0,1,NA,NA,0,0
"HASTINGS (D OK-2)",1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,NA,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0
